Precision	Recall
1.0	0.0
1.0	0.0110192837466
1.0	0.0165289256198
0.961538461538	0.0229568411387
0.964285714286	0.0247933884298
0.864864864865	0.0293847566575
0.833333333333	0.0367309458219
0.888888888889	0.0367309458219
0.80701754386	0.0422405876951
0.851851851852	0.0422405876951
0.738461538462	0.0440771349862
0.731343283582	0.0449954086318
0.739130434783	0.0468319559229
0.763157894737	0.0532598714417
0.746835443038	0.0541781450872
0.759036144578	0.0578512396694
0.755813953488	0.0596877869605
0.752808988764	0.0615243342516
0.752688172043	0.0642791551882
0.742268041237	0.0661157024793
0.757281553398	0.0716253443526
0.736363636364	0.0743801652893
0.757009345794	0.0743801652893
0.724137931034	0.0771349862259
0.710743801653	0.078971533517
0.669230769231	0.0798898071625
0.690476190476	0.0798898071625
0.671641791045	0.0826446280992
0.678832116788	0.0853994490358
0.68085106383	0.0881542699725
0.678321678322	0.089072543618
0.684931506849	0.0918273645546
0.684563758389	0.0936639118457
0.684210526316	0.0955004591368
0.679487179487	0.0973370064279
0.675	0.099173553719
0.668711656442	0.100091827365
0.672727272727	0.101928374656
0.680473372781	0.105601469238
0.67816091954	0.108356290174
0.662983425414	0.110192837466
0.670391061453	0.110192837466
0.664835164835	0.111111111111
0.67027027027	0.113865932048
0.673796791444	0.115702479339
0.654822335025	0.118457300275
0.661538461538	0.118457300275
0.651741293532	0.120293847567
0.656862745098	0.123048668503
0.657004830918	0.124885215794
0.652380952381	0.12580348944
0.627272727273	0.126721763085
0.638888888889	0.126721763085
0.644859813084	0.126721763085
0.628959276018	0.127640036731
0.627802690583	0.128558310376
0.628318584071	0.130394857668
0.615384615385	0.132231404959
0.614406779661	0.133149678604
0.609958506224	0.134986225895
0.617647058824	0.134986225895
0.60162601626	0.135904499541
0.603174603175	0.139577594123
0.60546875	0.14233241506
0.606177606178	0.144168962351
0.609195402299	0.146005509642
0.606060606061	0.146923783287
0.60447761194	0.148760330579
0.599264705882	0.149678604224
0.60147601476	0.149678604224
0.6	0.151515151515
0.598566308244	0.153351698806
0.602836879433	0.156106519743
0.601398601399	0.157943067034
0.60350877193	0.157943067034
0.60553633218	0.160697887971
0.598639455782	0.161616161616
0.6	0.162534435262
0.602693602694	0.164370982553
0.604651162791	0.167125803489
0.6	0.168044077135
0.600649350649	0.169880624426
0.6	0.173553719008
0.599369085174	0.174471992654
0.598130841121	0.176308539945
0.601880877743	0.176308539945
0.595679012346	0.17722681359
0.598159509202	0.179063360882
0.591591591592	0.180899908173
0.592814371257	0.181818181818
0.594029850746	0.182736455464
0.594674556213	0.184573002755
0.59649122807	0.187327823691
0.602305475504	0.191919191919
0.601719197708	0.192837465565
0.603988603989	0.194674012856
0.591666666667	0.195592286501
0.594972067039	0.195592286501
0.589531680441	0.196510560147
0.582655826558	0.197428833792
0.58583106267	0.197428833792
0.583333333333	0.199265381084
0.57671957672	0.200183654729
0.562982005141	0.201101928375
0.568831168831	0.201101928375
0.57180156658	0.201101928375
0.574803149606	0.201101928375
0.564556962025	0.204775022957
0.567430025445	0.204775022957
0.566750629723	0.206611570248
0.5675	0.208448117539
0.569651741294	0.21028466483
0.569306930693	0.211202938476
0.570024570025	0.213039485767
0.568292682927	0.213957759412
0.570048309179	0.216712580349
0.571770334928	0.219467401286
0.566037735849	0.220385674931
0.570071258907	0.220385674931
0.567757009346	0.223140495868
0.566210045662	0.227731864096
0.570114942529	0.227731864096
0.56462585034	0.228650137741
0.551876379691	0.229568411387
0.556792873051	0.229568411387
0.563063063063	0.229568411387
0.549019607843	0.231404958678
0.553879310345	0.235996326905
0.551063829787	0.237832874197
0.55223880597	0.237832874197
0.553418803419	0.237832874197
0.551578947368	0.240587695133
0.550209205021	0.241505968779
0.541922290389	0.24334251607
0.545267489712	0.24334251607
0.538461538462	0.244260789715
0.53722334004	0.245179063361
0.537074148297	0.246097337006
0.534791252485	0.247015610652
0.535856573705	0.247015610652
0.53557312253	0.248852157943
0.531128404669	0.250688705234
0.53216374269	0.250688705234
0.535294117647	0.250688705234
0.532692307692	0.254361799816
0.533718689788	0.254361799816
0.534351145038	0.257116620753
0.532075471698	0.258953168044
0.522140221402	0.25987144169
0.526022304833	0.25987144169
0.53095684803	0.25987144169
0.531954887218	0.25987144169
0.516363636364	0.260789715335
0.517304189435	0.260789715335
0.518248175182	0.260789715335
0.521100917431	0.260789715335
0.518050541516	0.263544536272
0.518987341772	0.263544536272
0.519713261649	0.266299357208
0.522281639929	0.269054178145
0.522202486679	0.269972451791
0.516637478109	0.270890725436
0.519366197183	0.270890725436
0.517421602787	0.272727272727
0.515570934256	0.273645546373
0.517361111111	0.273645546373
0.515517241379	0.274563820018
0.514579759863	0.275482093664
0.508417508418	0.277318640955
0.510998307953	0.277318640955
0.515358361775	0.277318640955
0.516239316239	0.277318640955
0.509243697479	0.278236914601
0.510067114094	0.279155188246
0.506622516556	0.280991735537
0.507462686567	0.280991735537
0.510851419032	0.280991735537
0.506578947368	0.282828282828
0.508250825083	0.282828282828
0.504885993485	0.284664830119
0.508196721311	0.284664830119
0.504051863857	0.285583103765
0.501607717042	0.28650137741
0.498412698413	0.288337924702
0.5	0.288337924702
0.5024	0.288337924702
0.497637795276	0.290174471993
0.5	0.290174471993
0.490015360983	0.292929292929
0.493044822257	0.292929292929
0.496884735202	0.292929292929
0.499217527387	0.292929292929
0.489361702128	0.295684113866
0.490106544901	0.295684113866
0.490166414523	0.297520661157
0.490936555891	0.298438934803
0.49022556391	0.299357208448
0.490963855422	0.299357208448
0.490284005979	0.301193755739
0.485967503693	0.302112029385
0.488855869242	0.302112029385
0.486725663717	0.30303030303
0.483211678832	0.303948576676
0.486764705882	0.303948576676
0.479768786127	0.304866850321
0.481857764877	0.304866850321
0.483965014577	0.304866850321
0.476394849785	0.305785123967
0.478448275862	0.305785123967
0.473087818697	0.306703397612
0.473758865248	0.306703397612
0.475783475783	0.306703397612
0.472496473907	0.307621671258
0.47323943662	0.308539944904
0.471988795518	0.309458218549
0.473980309423	0.309458218549
0.463114754098	0.31129476584
0.465020576132	0.31129476584
0.466299862448	0.31129476584
0.467586206897	0.31129476584
0.470833333333	0.31129476584
0.471488178025	0.31129476584
0.47280334728	0.31129476584
0.463315217391	0.313131313131
0.464140730717	0.314967860422
0.460508701473	0.315886134068
0.461744966443	0.315886134068
0.462365591398	0.315886134068
0.459387483356	0.316804407713
0.459495351926	0.317722681359
0.458994708995	0.318640955005
0.456692913386	0.31955922865
0.459102902375	0.31955922865
0.456806282723	0.320477502296
0.458224543081	0.322314049587
0.458333333333	0.323232323232
0.458930899609	0.323232323232
0.458064516129	0.325987144169
0.460440985733	0.325987144169
0.458172458172	0.326905417815
0.455357142857	0.32782369146
0.458279845956	0.32782369146
0.452591656131	0.328741965106
0.453738910013	0.328741965106
0.455470737913	0.328741965106
0.453972257251	0.330578512397
0.451371571072	0.332415059688
0.4525	0.332415059688
0.448402948403	0.335169880624
0.448954489545	0.335169880624
0.450061652281	0.335169880624
0.450617283951	0.335169880624
0.45229244114	0.335169880624
0.448529411765	0.33608815427
0.448655256724	0.337006427916
0.449328449328	0.337924701561
0.448484848485	0.339761248852
0.44957472661	0.339761248852
0.44806763285	0.340679522498
0.448733413752	0.341597796143
0.448317307692	0.342516069789
0.448441247002	0.343434343434
0.448028673835	0.34435261708
0.449101796407	0.34435261708
0.446555819477	0.345270890725
0.448687350835	0.345270890725
0.447337278107	0.347107438017
0.448113207547	0.348943985308
0.448235294118	0.349862258953
0.449003516999	0.351698806244
0.447031431898	0.35261707989
0.446118192352	0.353535353535
0.446242774566	0.354453627181
0.445464982778	0.356290174472
0.447004608295	0.356290174472
0.435123042506	0.357208448118
0.437570303712	0.357208448118
0.439051918736	0.357208448118
0.440543601359	0.357208448118
0.4410430839	0.357208448118
0.442045454545	0.357208448118
0.4430523918	0.357208448118
0.444571428571	0.357208448118
0.445080091533	0.357208448118
0.435267857143	0.358126721763
0.436525612472	0.359963269054
0.430921052632	0.3608815427
0.431868131868	0.3608815427
0.433296582139	0.3608815427
0.433774834437	0.3608815427
0.435698447894	0.3608815427
0.432786885246	0.363636363636
0.434640522876	0.366391184573
0.42194092827	0.367309458219
0.422832980973	0.367309458219
0.424178154825	0.367309458219
0.425531914894	0.367309458219
0.42689434365	0.367309458219
0.427807486631	0.367309458219
0.429184549356	0.367309458219
0.430107526882	0.367309458219
0.431965442765	0.367309458219
0.4329004329	0.367309458219
0.433839479393	0.367309458219
0.434782608696	0.367309458219
0.417273673257	0.368227731864
0.417708333333	0.368227731864
0.418580375783	0.368227731864
0.420335429769	0.368227731864
0.421218487395	0.368227731864
0.417879417879	0.36914600551
0.415892672859	0.370064279155
0.41718426501	0.370064279155
0.418049792531	0.370064279155
0.416494845361	0.370982552801
0.417095777549	0.371900826446
0.413197969543	0.373737373737
0.414882772681	0.373737373737
0.415730337079	0.373737373737
0.417864476386	0.373737373737
0.411290322581	0.374655647383
0.413373860182	0.374655647383
0.409409409409	0.375573921028
0.410230692076	0.375573921028
0.411468812877	0.375573921028
0.409362549801	0.37741046832
0.410589410589	0.37741046832
0.409542743539	0.378328741965
0.409495548961	0.380165289256
0.406862745098	0.381083562902
0.408062930187	0.381083562902
0.409674234946	0.381083562902
0.40625	0.382001836547
0.407045009785	0.382001836547
0.405642023346	0.382920110193
0.406432748538	0.382920110193
0.400767018217	0.383838383838
0.401923076923	0.383838383838
0.402697495183	0.383838383838
0.403474903475	0.383838383838
0.405431619787	0.383838383838
0.400956937799	0.384756657484
0.399239543726	0.385674931129
0.401146131805	0.385674931129
0.398297067171	0.386593204775
0.399430740038	0.386593204775
0.398113207547	0.387511478421
0.398680490104	0.388429752066
0.399246704331	0.389348025712
0.395716945996	0.390266299357
0.396455223881	0.390266299357
0.397567820393	0.390266299357
0.398313027179	0.390266299357
0.399436090226	0.390266299357
0.394810009268	0.391184573003
0.395543175487	0.391184573003
0.396279069767	0.391184573003
0.39537037037	0.392102846648
