Precision	Recall
0.0	0.0
0.0	0.0
1.0	0.0
0.2	0.00215982721382
0.25	0.00215982721382
0.333333333333	0.00215982721382
0.25	0.00431965442765
0.285714285714	0.00431965442765
0.333333333333	0.00431965442765
0.333333333333	0.00647948164147
0.363636363636	0.00863930885529
0.4	0.00863930885529
0.357142857143	0.0107991360691
0.416666666667	0.0107991360691
0.4	0.0129589632829
0.35	0.0151187904968
0.368421052632	0.0151187904968
0.388888888889	0.0151187904968
0.411764705882	0.0151187904968
0.4375	0.0151187904968
0.363636363636	0.0172786177106
0.380952380952	0.0172786177106
0.391304347826	0.0194384449244
0.357142857143	0.0215982721382
0.37037037037	0.0215982721382
0.384615384615	0.0215982721382
0.4	0.0215982721382
0.416666666667	0.0215982721382
0.34375	0.0237580993521
0.354838709677	0.0237580993521
0.366666666667	0.0237580993521
0.379310344828	0.0237580993521
0.352941176471	0.0259179265659
0.363636363636	0.0259179265659
0.371428571429	0.0280777537797
0.368421052632	0.0302375809935
0.378378378378	0.0302375809935
0.388888888889	0.0302375809935
0.357142857143	0.0323974082073
0.365853658537	0.0323974082073
0.375	0.0323974082073
0.384615384615	0.0323974082073
0.355555555556	0.0345572354212
0.363636363636	0.0345572354212
0.372093023256	0.0345572354212
0.298245614035	0.036717062635
0.303571428571	0.036717062635
0.309090909091	0.036717062635
0.314814814815	0.036717062635
0.320754716981	0.036717062635
0.326923076923	0.036717062635
0.333333333333	0.036717062635
0.34	0.036717062635
0.34693877551	0.036717062635
0.354166666667	0.036717062635
0.36170212766	0.036717062635
0.290322580645	0.0388768898488
0.3	0.0388768898488
0.305084745763	0.0388768898488
0.310344827586	0.0388768898488
0.292307692308	0.0410367170626
0.296875	0.0410367170626
0.30303030303	0.0431965442765
0.304347826087	0.0453563714903
0.308823529412	0.0453563714903
0.313432835821	0.0453563714903
0.314285714286	0.0475161987041
0.315068493151	0.0496760259179
0.319444444444	0.0496760259179
0.323943661972	0.0496760259179
0.32	0.0518358531317
0.324324324324	0.0518358531317
0.324675324675	0.0539956803456
0.328947368421	0.0539956803456
0.333333333333	0.0561555075594
0.3375	0.0583153347732
0.341772151899	0.0583153347732
0.345679012346	0.060475161987
0.337209302326	0.0626349892009
0.341176470588	0.0626349892009
0.345238095238	0.0626349892009
0.353658536585	0.0626349892009
0.344827586207	0.0647948164147
0.348314606742	0.0669546436285
0.352272727273	0.0669546436285
